职位名称,名称,地点,分类,时间,工作内容
TEG09-SoC建模架构师（深圳/北京）,TEG ," 深圳,中国 ", 技术 ,2021/10/1,"目标：
我们正在寻找有上进心，经验丰富，才华横溢的ASIC候选人，以推动SoC系统性能模型和基准测试，用于数据中心，医疗诊断和IoT应用；
领导开发针对AI和多媒体应用的用户案例的高级性能模型；
推动基准测试，测试向量，数据集和系统回归流程的开发和部署；
开发用于系统性能验证的高级模型，供系统架构团队使用；
为主要用例提供性能参数（日期速率，总线，noc，缓冲区，缓存，内存）；
分析系统带宽和延迟，工作负载分布，确定系统性能瓶颈；
分析性能计数器并创建高级算法复杂性性能模型；
研究新的系统模型技术和新平台，以进行系统架构探索；"
TEG09-DSP视觉架构师(深圳/北京）,TEG ," 深圳,中国 ", 技术 ,2021/10/1,"目标：
我们正在寻找有上进心，经验丰富，才华横溢的视觉背景候选人，推动ASIC DSP性能分析和优化，以用于数据中心，医疗诊断和IoT应用；
领导视觉DSP处理器分析，概括和优化SoC应用的多媒体用户案例；
定义视觉处理数据流和DSP计算架构；
驱动算法，质量，精度分析和DSP处理管道架构权衡分析；
确定算法级别的性能瓶颈，并提出创新的硬件/软件改进解决方案；
研究工作负载，数据pattern和压缩技术，以减少ASIC总线和内存带宽；
研究工作负载调度和算法结构技术，以减少延迟，增加吞吐量；
研究新颖的多媒体算法和处理技术，以探索DSP体系结构；
共同开发性能高级模型，系统架构和基准测试；"
TEG09-流量调度系统后台研发工程师（北京）,TEG ," 北京,中国 ", 技术 ,2021/10/1,"负责腾讯CDN流量调度系统后台模块的研发；
负责CDN动态加速选路和流量调度系统设计和研发；
负责核心调度算法设计和研发。"
TEG09-图形引擎高级研发工程师（深圳/上海）,TEG ," 深圳,中国 ", 技术 ,2021/10/1,"负责高性能云渲染图形引擎设计开发；
负责架构、算法等核心关键技术的突破；
负责图形引擎关键技术的研究对应新一代云原生内容设计工作流中涉及的工具开发。"
TEG09-UE4 资深研发工程师（深圳/上海）,TEG ," 深圳,中国 ", 技术 ,2021/10/1,"负责基础渲染功能模块开发相关渲染功能或者着色算法的定制研发，指导团队成员完成相应的工作；
负责高质量地渲染并根据实际问题进行相关效率优化；
负责项目在业务场景中的工程实践；
熟悉UE4中的PBR渲染流水线改造，并负责这项目实际场景中落地；"
TEG09-视频编解码高级研发工程师（深圳/北京）,TEG ," 深圳,中国 ", 技术 ,2021/10/1,"265/AV1/266编码器的研发，包括编码框架和数据流、码控、汇编、压缩工具、加速算法等技术点；
RTC场景下终端编码器的研发，包括不同平台的汇编、结合会议场景的编码算法优化、SVC/SCC编码工具、AI编码等技术点；
负责视频编码器在各种平台的研发实现以及终端编码的设计和优化。"
TEG05-研发效能高级研发工程师,TEG ," 深圳,中国 ", 技术 ,2021/10/1,参与业务产品研发全流程，包括质量策略、需求评审、测试计划、用例设计、缺陷跟踪、自动化测试、质量分析、风险防控等工作。
CSIG15-智能平台部--数据分析师,CSIG ," 北京,中国 ", 技术 ,2021/10/1,"负责产业互联网大数据方案架构、分析与应用
1、负责产业互联网大数据项目的数据体系建设；
2、负责产业互联网大数据项目的数据治理、挖掘与应用；
3、负责产业互联网大数据应用标准的研究与制定。"
30628-腾讯广告运营后台开发工程师,CDG ," 深圳,中国 ", 技术 ,2021/10/1,"1. 负责运营平台功能开发和优化，从业务层面整体规划架构选型并实现；
2. 持续提升平台运营效率和质量,降低运营成本。"
30628-腾讯广告运营前端开发工程师,CDG ," 深圳,中国 ", 技术 ,2021/10/1,"1. 负责BG运营平台的前端开发和维护工作。
2. 参与相关平台前端架构设计、性能优化、公共组件的开发与维护。
3. 能够有效理解、分析用户需求，对平台进行前瞻性的规划和设计。"
22989-Linux内核/虚拟化/容器专家（北京、上海、深圳、成都、西安）,CSIG ," 深圳,中国 ", 技术 ,2021/10/1,"研发前沿Linux内核、虚拟化和容器技术, 包括并不限于Linux内核核心子系统、KVM、cgroup等;
面向开源社区, 将技术成果贡献到开源社区, 提高腾讯云在开源社区和业界的技术影响力。"
22850-腾讯视频应用技术总监(深圳/北京),PCG ," 深圳,中国 ", 技术 ,2021/10/1,"负责腾讯视频会员业务应用侧技术架构和研发工作；
负责团队管理以及外部协作工作；
带领团队持续提升研发质量及效率。"
WXG08-微信搜索自然语言处理高级算法工程师（北京/广州/深圳）,WXG ," 北京,中国 ", 技术 ,2021/10/1,负责微信搜索场景下的文本分词索引项选取，query处理，文档理解相关的算法工作。
WXG08-微信自然语言处理研发工程师（北京）,WXG ," 北京,中国 ", 技术 ,2021/10/1,"责微信搜索文本相关性和语义分析工作，解决搜索中语义漂移问题；
负责微信搜索query分析、意图、改写等相关工作。"
35601-信息流Web前端高级开发工程师,PCG ," 深圳,中国 ", 技术 ,2021/10/1,"负责部门业务的web前端架构设计和研发；
负责团队开源项目建设和工具研发；
研究和探索前端新技术,能帮助团队建立对前端新技术的引导与评估；"
18435-金融科技Java后台开发工程师,CDG ," 深圳,中国 ", 技术 ,2021/10/1,"负责金融科技风控内部运营系统的开发；
能在合适场景，利用大数据、机器学习的技术，提升开发与运营效率；"
18435-大数据开发工程师,CDG ," 深圳,中国 ", 技术 ,2021/10/1,"负责金融风控业务需求的开发实现；
负责图计算及图数据库业务的开发及实现；
负责风控准实时系统的大数据风控模型计算开发及性能优化，架构优化。"
27141-知名IP射击手游服务器开发工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/10/1,"负责射击类手机游戏服务器逻辑功能设计编码以及运营开发工作；
负责部分服务器端的架构工作；
负责部分服务器端的性能优化工作。"
27141-知名IP射击手游资深UE4引擎工程师（广州）,IEG ," 广州,中国 ", 技术 ,2021/10/1,"1.定制UE4引擎，包含但不限于前沿的渲染、动画、物理或寻路方案；定制引擎底层功能模块；
2.优化IOS/Android上的游戏性能；
3.配合TA/LD共同制订3D美术/动画/关卡制作标准及工作流；
4.开发引擎配套工具。"
35605-数据研发工程师,PCG ," 深圳,中国 ", 技术 ,2021/10/1,"1.负责看点业务数据的ETL加工和数据校验
2.负责离线数仓的架构设计和开发规范制定
3.负责实时OLAP系统的整体架构设计、开发及优化
4.负责BI系统、数据分析平台的设计与搭建"
23295-互娱流量接入系统测试开发工程师,IEG ," 深圳,中国 ", 技术 ,2021/10/1,"1、参与系统后台测试，包括参与需求分析、设计评审、制定测试计划，设计和执行测试用例，进行缺陷跟踪和软件质量分析等；
2、制定测试计划，构建测试环境，执行集成测试，回归测试等；
3、保证被测系统的质量，并通过测试流程和方法创新，努力提升研发的质量和效率。
4、针对现有平台的特性提出新的测试方案，引入或者开发新的测试方法和测试工具，提升测试效率；"
23295-IEG增长中台电竞生态技术总监,IEG ," 深圳,中国 ", 技术 ,2021/10/1,"1、负责腾讯游戏电竞中台的系统设计，架构设计和组织开发实施；
2、包括腾讯电竞业务开展和对外合作过程中所需要的技术平台基础功能，终端用户玩法体验的搭建，技术保障和性能优化；
3、重点攻克电竞保障技术，包括直转播网络传输后台的设计、研发、运营和优化；相关网络通信技术的传输策略，信息处理软硬件融合优化，流控策略，传输调度策略等的性能优化，安全保障等；
4、远程制播中心规划，建设，研发，维护等；不断提升电竞技术和运维人员的效率提升；"
40163-王者荣耀人工智能应用工程师（上海）,IEG ," 上海,中国 ", 技术 ,2021/9/30,"1. 使用强化学习、机器学习、深度学习相关的知识，在游戏玩法中寻找落地场景，并负责落地实施，帮助团队提高发开效率，提供新的工具链支持；
2. 跟进人工智能相关领域的最新成果，及时的将可能对项目产生巨大促进的技术进行分享；
3. 跨部门合作，完成与各种研究及中台部分合作达成相关研究成果在工程中的落地工作。"
40163-王者荣耀游戏AI开发工程师（上海）,IEG ," 上海,中国 ", 技术 ,2021/9/30,"1. 根据项目需求，进行AI相关功能的专项开发；
2. 负责和项目其他部门进行协调、合作，共同完成游戏内容的开发工作；
3. 围绕AI相关功能的工具链开发，以及面向团队的AI模块的后期维护及服务支持。"
40163-王者荣耀开放世界引擎工具开发工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"1、负责3A游戏in-house工具链研发及管线搭建；
2、负责Unreal引擎编辑器功能开发与扩展；
3、负责美术/策划内容制作和流程优化相关工具研发；
4、负责游戏项目质量保障工具链及平台研发；
5、负责全球分布式团队研发效率优化及协同能力研发。"
36811-腾讯新闻高级推荐架构工程师,PCG ," 北京,中国 ", 技术 ,2021/9/30,参与腾讯新闻插件\push推荐架构系统设计、开发与实现，每日承载数亿级用户的推荐计算；调优推荐架构的高并发计算能力及通用性； 根据系统和业务发展，对技术架构不断调整，持续优化。
23486-证券高级前端工程师（深圳/北京）,CDG ," 深圳,中国 ", 技术 ,2021/9/30,"1、负责证券框架、性能、安全和运营建设等架构工作
2、负责证券相关H5、小程序和App混合应用等开发工作
3、跟踪前沿技术和标准，持续性能优化，提升用户体验"
CSIG17-在线教育高级测试开发工程师（深圳）,CSIG ," 深圳,中国 ", 技术 ,2021/9/30,"1.负责在线教育产品的质量保障工作，以及专项测试技术、效能工具和平台等相关工作；
2.推进各端自动化体系、专项测试体系、工具平台的建设和优化，持续提升测试效率；
3.推动整个研发团队的质量意识，在保障高质量的同时通过devops提升研发效能。"
15571-《UE4写实军事大世界射击手游》客户端开发（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"负责UE4射击类手游项目的GamePlay设计与开发； 
负责UE4射击类手游项目的系统框架的搭建与维护； 
负责UE4射击类手游项目前后台同步方案的实现和优化； 
负责UE4射击类手游项目的深度性能分析和优化； 
负责UE4射击类手游项目高品质动画方案的设计与实现； 
负责UE4大世界开发工作流及制作管线的制定与工具支持； 与后台开发以及策划设计人员进行良好的沟通，完成游戏功能的开发和优化。"
15571-《UE4写实军事大世界射击手游》高级引擎开发（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"负责开放世界相关技术的研发工作：
地形，植被，光影，Houdini工具链，底层网络； 负责开放大世界前沿技术预研；
负责游戏中图形相关特性的开发，根据需求开发高级渲染效果，增强游戏表现力； 
负责游戏动画特性开发，并和动画团队合作提升FPS游戏动画品质 负责游戏中动画物理特性的开发，根据需求开发高级动画效果，增强游戏表现力； 
负责载具/破碎/角色物理动画等高级物理特性研发，适用于工作室游戏产品中； 负责制定工作室研发工具管线方案，开发low-level tools和引擎功能，帮助研发团队提升研发效率；
负责游戏中性能优化相关工作，针对需求定制增改Unreal4引擎底层功能； 负责图形兼容性分析以及疑难问题的分析定位工作。"
15571-《UE4写实军事大世界射击手游》高级引擎开发（上海）,IEG ," 上海,中国 ", 技术 ,2021/9/30,"负责开放世界相关技术的研发工作：地形，植被，光影，Houdini工具链，底层网络；
负责开放大世界前沿技术预研；
负责游戏中图形相关特性的开发，根据需求开发高级渲染效果，增强游戏表现力；
负责游戏动画特性开发，并和动画团队合作提升FPS游戏动画品质
负责游戏中动画物理特性的开发，根据需求开发高级动画效果，增强游戏表现力；
负责载具/破碎/角色物理动画等高级物理特性研发，适用于工作室游戏产品中；
负责制定工作室研发工具管线方案，开发low-level tools和引擎功能，帮助研发团队提升研发效率；
负责游戏中性能优化相关工作，针对需求定制增改Unreal4引擎底层功能；
负责图形兼容性分析以及疑难问题的分析定位工作。"
23486-证券高级IOS工程师,CDG ," 北京,中国 ", 技术 ,2021/9/30,"1.负责证券业务IOS端APP和服务的功能开发、架构及性能优化；
2.根据产品及开发需求完成高质量的编码和测试工作；
3.编写清晰的设计及接口文档，积极推动所负责业务模块的性能优化及需求落地；
4.持续优化代码架构, 提升产品质量。"
23486-证券高级安卓工程师,CDG ," 北京,中国 ", 技术 ,2021/9/30," 1.负责自选股业务安卓端APP和服务的功能开发、架构及性能优化；
2.根据产品及开发需求完成高质量的编码和测试工作；
3.编写清晰的设计及接口文档，积极推动所负责业务模块的性能优化及需求落地；
4.持续优化代码架构, 提升产品质量。"
23486-证券高级客户端工程师,CDG ," 深圳,中国 ", 技术 ,2021/9/30,"负责证券IOS/Android端业务需求开发及维护；
负责证券IOS/Android端性能优化方案制定，以及稳定性提升；
负责证券混合式框架优化，跟踪前沿技术和标准，持续性能优化，提升用户体验；"
40833-安全平台运营开发高级工程师,PCG ," 深圳,中国 ", 技术 ,2021/9/30,"1. 负责PCG业务安全平台OSS架构设计和后台开发工作；
2. 对接策略开发和运营人员，提炼平台需求，推动需求开发落地和上线，对平台质量负责；
3. 跟踪处理安全平台OSS全局问题和长线优化工作。"
22989-云存储图像处理算法工程师,CSIG ," 北京,中国 ", 技术 ,2021/9/30,"1.负责腾讯云对象存储产品图像处理相关功能的设计、研发及优化；
2.对算法进行持续优化,在保持高性能的前提下,降低复杂度,减少运营成本; 
3.深挖关键性技术,保持产品的核心竞争力。"
28481-腾讯医疗高级后台开发工程师(北京),CSIG ," 北京,中国 ", 技术 ,2021/9/30,"负责腾讯健康、腾讯医典、电子医保凭证、电子健康卡等腾讯医疗在线服务的业务开发工作；
负责业务的整体架构、基础设施的规划与开发工作，设计与构建腾讯医疗的业务中台。"
25927-高级数据采集工程师,IEG ," 上海,中国 ", 技术 ,2021/9/30,"负责相关网站、论坛、App的分布式爬虫和数据采集系统的架构设计和开发;
负责大规模文本、图像、视频数据的抓取，提升时效性和完成性;
负责制定反爬虫安全策略，代理IP、验证码识别等支撑服务建设，以及策略持续优化;"
15575-《王者荣耀》共创游戏平台高级引擎开发工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责游戏客户端引擎技术研发与维护；
产品需求的技术可行性评估, 程序框架及技术方案的设计和具体实现；
和内部团队, 外部厂商合作, 建立引擎性能特征评估体系；
根据游戏特性对游戏引擎进行定制化开发和性能调优, 指导相关同事正确高效地使用引擎相关功能；"
15575-《王者荣耀》共创游戏平台引擎工具高级开发工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责内容管线的建设，打通引擎与其他内容制作工具的衔接；
与负责玩法/英雄/皮肤/TA的同事合作，站在整个生产管线高度的定义工作流；
负责内容制作管线和核心模块相关工具的技术选型、架构设计和功能开发；
持续关注行业动态，与开发团队一同评估和实现提升开发效率和质量的新技术/工具/流程；"
15575-《王者荣耀》共创游戏平台服务器高级开发工程师（游戏服务器方向）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责王者开创平台游戏服务器端的架构设计和优化；
负责王者开创平台游戏服务器端的系统逻辑开发；
负责游戏服务器端通用组件/服务的开发；"
15575-《王者荣耀》共创平台引擎高级开发工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责美术场景，英雄皮肤美术规范的制定和制作工具能力的建设；
负责美术场景，英雄皮肤等的美术品质的提升；
负责渲染流程以及算法的优化，保障产品的渲染性能；
负责商业引擎的开发与扩展（动画，物理，光照，资源管理等）；
紧跟业界技术发展，预研前沿方案，将新技术应用落地到产品中并且产生实际价值；"
15575-《王者荣耀》资深数据算法/数据科学工程师（成都/深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"利用机器/深度学习等技术，改进王者游戏峡谷战场/英雄/皮肤/赛事等的用户体验；
分析基础数据包括但不限于文本/图形/视频数据，挖掘用户兴趣、 分析用户商业意图，挖掘流量潜在商业价值，提升流量变现；
参与商业化实验评估系统的迭代，探究科学的实验评估方法，探索准实验/观测性数据中推断因果关系的方法和落地场景，提高实验评估效率；
推动项目组因果推断/AB实验氛围，积累商业化因果推断/实验评估知识；"
15575-王者荣耀推荐系统高级后台工程师 （成都/深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"负责实时推荐系统/存储系统 设计、开发、重构等工作；
负责推荐系统周边相关的组件设计与开发；
负责推荐业务支持、分布式大数据系统开发、计算性能调优、高性能服务框架设计与开发；
参与项目的架构设计、评审、技术攻坚及优化；
参与系统文档的撰写、维护；"
15575-王者荣耀高级AI算法工程师（成都/深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"1：负责王者荣耀游戏内匹配、审判算法、NLP，图像，推荐，以及传统机器学习的数据算法研究； 
2：负责王者荣耀游戏中的特征工程，数据挖掘工作； 
3：负责王者荣耀游戏中的系统策略算法制定，数据监控和效果验收
4：负责王者荣耀游戏中的一部分算法和策略测试工作"
15575-王者荣耀高级AI算法工程师―NLP方向（成都/深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"1. 调用优化自然语言和机器学习算法、模型，优化分词、纠错、文本挖掘以及各类NLP算法；
2、对接推进王者荣耀项目内外部文本内容、分析平台，支持文本算法优化，协助游戏业务决策场景中的应用落地，包括但不限于：智能交互、对局内文本理解、口碑深度分析等，辅助智能决策；
3. 关注业界动态，将最新的成果和工具应用于NLP算法的改进，构建团队基础研究能力。"
15575-《王者荣耀》游戏AI强化学习研究员（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"负责游戏AI算法应用场景落地，包括但不限于针对游戏平衡性提供算法和解决方案；
负责游戏AI机器人前沿算法的探索研究和开发，包括特征工程、模型训练、框架开发、效果优化等，完成项目交付；"
15575-《王者荣耀》游戏AI深度学习研究员（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"基于海量游戏数据和计算资源，结合业务需求，设计和优化游戏AI玩法、行为表现；
负责包括但不限于为深度学习的游戏平衡性提供算法和解决方案；
游戏AI算法开发，包括特征工程、模型训练、效果优化等，完成项目交付；
跟进探索研究前沿机器学习技术，并能够将落地到游戏项目中，不断迭代和优化项目效果；"
15575-《王者荣耀》高级后台开发工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责游戏服务器端设计和开发工作；
负责服务器端逻辑功能的编写；
负责服务器端的架构设计与搭建与性能优化；
负责服务器相关工具的开发和维护。"
15575-《王者荣耀》资深客户端开发工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责王者荣耀游戏业务系统内容开发；
完善游戏开发/制作管线，实现快速迭代及验证制作内容；
基于Unity3D的图形图像效果开发与性能优化；
负责游戏制作所需要的工具开发；"
15575-《王者荣耀》算法高级工程师（AI与引擎交叉方向）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"1. 结合图形学和深度学习交叉领域的算法，并将其应用于游戏技术各子领域中
2. 结合图形学和深度学习各自的优势，在保证内容生成质量的同时，提升内容生成的效率
3. 负责计算机视觉/图形学领域核心技术在游戏AI等相关领域的算法研发与产品化等工作，包括但不限于如下方向：虚拟形象创建，2D/3D姿态估计与识别，面部表情动捕技术，视频动捕技术，3D人体动作合成/迁移、角色动作动画生成与渲染，纹理合成与可微渲染，常见游戏资源（模型/材质/贴图/动画/场景布局）的程序化生成等相关算法等等
4. 负责相关项目的数据集搭建、模型训练和调优，并能结合游戏引擎技术去做迭代、优化和落地"
15575-《王者荣耀》开悟平台高级服务器开发（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责游戏AI工程平台研发，包括后端系统架构设计与实现；
负责游戏AI海量数据计算，包括CPU/GPU运算集群，深度学习平台强化学习平台核心功能研发；
负责系统推理优化，提升模型训练速度；"
15575-《王者荣耀》大数据后台开发工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责大数据实时传输、存储、实时计算、离线计算等底层基础支撑框架的开发、设计和运营；
负责机器学习算法模型特征计算、线上部署等；
负责高性能高可用基础框架和组件的开发、设计及优化；"
15575-《王者荣耀》赛事电视台后台开发（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"参与电竞直播后台架构设计和搭建工作；
负责电竞直播后台模块开发工作；
负责电竞直播台性能分析和调优工作；"
15575-《王者荣耀》游戏AI深度学习研究员（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"基于海量游戏数据和计算资源，结合业务需求，设计和优化游戏AI玩法、行为表现；
负责包括但不限于为深度学习的游戏平衡性提供算法和解决方案；
游戏AI算法开发，包括特征工程、模型训练、效果优化等，完成项目交付；
跟进探索研究前沿机器学习技术，并能够将落地到游戏项目中，不断迭代和优化项目效果；"
15569-QQ飞车手游-客户端高级开发工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"负责游戏产品玩法需求的技术可行性评估, 技术方案的设计和实现；
协助引擎研发工程师建立高效的游戏内容制作管线，保障运行性能，完善并持续优化相关工具链；
与策划/美术/服务端程序紧密合作, 完善游戏产品, 打磨用户体验。"
15570-3A游戏IP手游高级服务器开发工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"负责FPS手游服务器的架构设计；
负责FPS手游服务器的业务需求开发；
负责FPS手游服务器的性能优化；
负责FPS手游服务器的架构调优。"
15575-《王者荣耀》推荐系统高级后台工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责实时推荐系统/存储系统 设计、开发、重构等工作；
负责推荐系统周边相关的组件设计与开发；
负责推荐业务支持、分布式大数据系统开发、计算性能调优、高性能服务框架设计与开发；
参与项目的架构设计、评审、技术攻坚及优化；
参与系统文档的撰写、维护；"
15575-《王者荣耀》推荐算法高级工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责基于王者荣耀海量用户，个性化推荐在游戏领域的应用和研究，提高用户体验和推荐效果；
负责王者荣耀推荐的ctr、cvr的深入研究和优化，包括但不限于 特征选择、算法优化、ML pipeline优化等；
负责业界前沿算法的探索和落地。"
15575-《王者荣耀》高级客户端开发（gameplay方向）（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责王者荣耀moba核心战斗系统； 
在技术框架下，实现英雄技能新特性以及关卡玩法新机制； 
完善开发管线，实现快速迭代及验证制作内容； 
负责局内性能，crash等问题的定位，针对各平台存在的帧率，内存问题进行优化； "
15575-《王者荣耀》AI平台开发工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责实时分布式强化学习平台设计、开发、重构等工作；
负责游戏AI海量数据计算，包括CPU/GPU运算集群，深度学习平台/强化学习平台核心功能研发；
负责系统推理优化，提升模型训练速度；"
WXG01-微信数据平台研发专家工程师（广州/深圳）,WXG ," 广州,中国 ", 技术 ,2021/9/30,"参与数据中台系统分析、架构设计、开发实现、性能优化、新技术预研、数据规范的制定，以及Saas应用转化;
参与数据采集、数据导入与预处理、数据仓库、数据建模、元数据设计、分布式存储、分布式处理等大数据基础平台的设计与实现，对外提供有高质量的数据服务；
参与推动技术共享共建、重用复用，收拢与管理数据，提供统一标准化数据给业务调用，降低研发成本、提高研发效率、有效缩短业务上线周期；
深入理解视频号和微信业务，抽象相关业务模型，构建高可复用的数据中台，实现业务快速迭代
结合业务对现有系统不足进行分析，找到技术瓶颈，参与重构优化、改进系统架构。"
WXG01-微信视频号投放算法专家（广州/深圳）,WXG ," 广州,中国 ", 技术 ,2021/9/30,"负责微信视频号和直播的微信内投放系统算法设计和落地；
应用前沿的深度学习技术，提升投放CTR模型预估精度；
从海量数据中，挖掘用户与内容的意图兴趣和向量表达，优化触发、定向、召回等各个阶段的效果。"
WXG01-微信视频号投放算法专家（深圳/广州）,WXG ," 深圳,中国 ", 技术 ,2021/9/30,"负责微信视频号和直播的微信内投放系统算法设计和落地；
应用前沿的深度学习技术，提升投放CTR模型预估精度；
从海量数据中，挖掘用户与内容的意图兴趣和向量表达，优化触发、定向、召回等各个阶段的效果。"
15575-《王者荣耀》赛事电视台Android客户端（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"参与移动游戏内嵌赛事电视台相关的功能需求讨论，开发流程和计划制定；
负责移动游戏内嵌赛事电视台相关的功能需求开发；
负责移动游戏内嵌赛事电视台创新功能与技术平台的开发与建设；"
41071-腾讯会议NLP算法工程师（广州）,CSIG ," 广州,中国 ", 技术 ,2021/9/30,"1、负责腾讯会议标签的挖掘工作，对标题、UGC内容进行特征挖掘，包括但不限于文本分类、关键词提取、实体挖掘等； 
2、跟踪业界最新研究成果，根据实际应用效果不断改进模型或算法，以及将前沿NLP技术/成果应用于业务相关场景中


1、良好的逻辑思维能力，较好自驱力；有敏锐的数据洞察力，较强的总结归纳能力优先； 
2、精通python/scala/java/c++至少一种开发语言；有较好的算法基础及工程实践优先；  
3、扎实的机器学习和自然语言处理基础；在NLP领域有相关的工作经验优先；
4、有较强的研究能力；顶级会议发表过高质量论文者优先
5、熟悉深度学习平台如tensorflow，pytorch，caffe等
通过腾讯云从业资格证或同等资格认证的优先录取"
15575-《王者荣耀》资深AI工程师-图像检测方向（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"利用机器/深度学习等技术，改进王者游戏/赛事等的用户体验； 
分析基础数据包括但不限于文本/图形/视频数据，挖掘用户兴趣、分析用户商业意图，挖掘流量潜在商业价值，提升流量变现；
研究计算机视觉和计算机图形学相关方向的算法和预研，辅助提效美术研发设计；"
27141-APEX手游资深UE4引擎工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"1.定制UE4引擎，包含但不限于前沿的渲染、动画、物理或寻路方案；定制引擎底层功能模块；
2.优化IOS/Android上的游戏性能；
3.配合TA/LD共同制订3D美术/动画/关卡制作标准及工作流；
4.开发引擎配套工具。"
27141-APEX手游UE4客户端开发工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"负责游戏客户端逻辑功能和核心模块的开发； 
负责对Unreal Engine进行性能优化和支持； 
负责美术、策划工具的开发。"
15575-《王者荣耀》资深数据挖掘工程师（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"利用机器/深度学习等技术，改进王者游戏/赛事等的用户体验； 
分析基础数据包括但不限于文本/图形/视频数据，挖掘用户兴趣、 分析用户商业意图，挖掘流量潜在商业价值，提升流量变现；
参与商业化实验评估系统的迭代，探究科学的实验评估方法，探索准实验/观测性数据中推断因果关系的方法和落地场景，提高实验评估效率；
推动项目组因果推断/AB实验氛围，积累商业化因果推断/实验评估知识；"
