职位名称,名称,地点,分类,时间,工作内容
15575-《王者荣耀》高级引擎开发工程师-UE方向（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责游戏客户端引擎技术研发与维护；
产品需求的技术可行性评估, 程序框架及技术方案的设计和具体实现；
协助美术/策划建立高效的游戏内容制作规范和流程, 完善并持续优化工具链；
针对游戏特性对游戏引擎进行方案选型, 指导Gameplay程序员正确高效地使用引擎相关功能。"
15575-《王者荣耀》共创游戏平台客户端高级开发工程师（玩法内容制作）（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责玩法系统与相关组件的开发；
参与基础系统的开发，包括游戏逻辑/AI/动画/脚本/物理/网络等；
探索玩法和技能新的机制，抽象和封装更易于编辑的能力；
与其他部门合作，对玩法制作工具和工作流进行迭代；
负责玩法性能，crash等问题的定位，以及玩法性能规范的制定；"
15575-《王者荣耀》共创平台引擎工具开发工程师（性能方向）（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责性能规范的建立；
负责性能分析工具的开发，并将检测能力集成在开发工具中；
负责针对需求定制增改Unity引擎底层功能；
负责调研竞品和业内的游戏优化技术，包括系统侧的优化和游戏引擎方面；"
25927-游戏测试经理（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责王者荣耀全球版本的功能测试和现有专项的开发维护工作；
负责新的专项问题挖掘，方案设计并推动落地，帮助项目组提升项目质量；
结合项目发展推进测试体系的建设，并配合进行相关测试工具的开发、维护和完善；
持续探索行业相关测试技术和方法，提升专项解决方案的技术门槛；"
15575-《王者荣耀》共创游戏平台客户端开发工程师（内容制作）（成都）,IEG ," 成都,中国 ", 技术 ,2021/9/30,"负责王者荣耀内容制作系统开发；
与负责玩法/英雄/皮肤的同事合作，定义移动端制作管线；
完善制作工具的开发，实现快速迭代及验证制作内容；
负责内容制作所需要的工具开发；"
PCG17-iOS开发工程师（深圳）,PCG ," 深圳,中国 ", 技术 ,2021/9/30,"承担项目相关部分需求分析、架构设计；
承担移动终端产品(iOS）的特性开发与维护以及终端性能相关优化"
15575-王者荣耀CV/图形学高级研究员（AI+游戏引擎方向）（成都/深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"1. 负责计算机视觉、图形学等相关核心技术在游戏相关领域的算法与产品化等研究工作，包括但不限于如下方向：风格迁移、目标检测/追踪，图像/动画生成，人脸表情生成、三维重建，渲染等；
2. 负责跟踪业界前沿技术进展，并且能够快速应用到业务中。"
CSIG16-地图数据算法策略工程师(情报方向),CSIG ," 北京,中国 ", 技术 ,2021/9/30,"负责地图数据质量挖掘和变化发现算法策略研发工作
1.负责腾讯地图情报数据建设；
2.负责基于地图道路数据的变化挖掘；
3.负责文本、轨迹相关性算法研发和优化；"
CSIG16-地图数据平台开发工程师(情报方向),CSIG ," 北京,中国 ", 技术 ,2021/9/30,"1 参与地图数据全业务子系统的系统建设、架构设计、功能开发和优化等工作
2 负责地图数据业务后台的系统架构设计和模块开发，为地图数据业务开发高性能、低延迟的数据存储、访问系统和数据流系统
3 负责地图道路数据和道路情报数据的挖掘体系和平台建设"
15581-UE4开发工程师,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"两年以上UE4客户端开发经验，深入参与过开放世界或大型MMORPG项目客户端研发工作者优先；
理解UE4GamePlay框架、蓝图、动画、AI等模块的机制并熟练使用；
熟悉UE4多种编辑器模式的扩展方法，具备GamePlay相关编辑器设计研发经验者优先；
有出色的学习能力，具备良好的问题分析和解决能力；
责任心强，有较高的团队协作能力和游戏客户端团队研发管理经验，善于沟通，使命必达。"
17229-和平精英-游戏服务器开发工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/30," 负责游戏服务器端设计及开发，参与分布式后台系统开发、解决外网的各种bug；
 能与客户端策划同事高效沟通 合作设计；
 熟练和冷静的应对运营中的各种突发事件，严格按照运营流程处理各种事务。"
15585-UE引擎开发工程师（程序化内容生成方向）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"使用UE4引擎进行产品需求的技术可行性评估, 程序框架及技术方案的设计和具体实现；
建立高效的游戏程序化内容生成管线, 协同美术/策划完善并持续优化工具管线；
针对开放世界特性和技术美术紧密合作，结合游戏新特性，对游戏引擎进行优化改造。"
34471-电商推荐算法专家,PCG ," 上海,中国 ", 技术 ,2021/9/30,"负责创新业务的推荐系统的整体设计，包括系统架构和算法应用；
负责创新业务的推荐系统召回/排序/多样性等模块的关键技术落地，包括点击预估和结果排序等；
持续对系统的架构、算法进行改进和优化，提升海量数据的处理性能，提高算法迭代速度；
负责推荐团队的建设和管理。"
30628-腾讯广告召回策略算法工程师（北京）,CDG ," 上海,中国 ", 技术 ,2021/9/30,"1. 负责腾讯广告召回策略，重点包括：智能化的广告和商品召回。服务于竞价广告主自动化、精准化受众人群定向投放，提升广告主投放效率和体验；
2. 采用点击率/转化率预估、序列推荐、GNN 图神经网络等深度学习技术，结合大规模分布式训练和特征工程优化，持续提升召回模型精准度、泛化能力和训练效率；
3. 深入腾讯广告系统全链路，联动上下游模块开展数据分析和算法策略优化，提升广告召回效果；
4. 跟踪深度学习、计算广告、推荐系统等最新前沿研究成果，快速实现并落地应用于实际任务中，进而结合实际问题开展数据分析和迭代优化，提出创新性解决方案。"
23671-后台开发leader,PCG ," 北京,中国 ", 技术 ,2021/9/30,1、负责内容处理管线的设计，开发及维护。建立高效的人机配合系统，提升内容处理的灵活性和效率。2、负责安全生态相关的系统建设，与产品运营以及算法团队沟通，建立可以动态调节的安全生态系统。3、负责团队建设，不断提高团队的技术能力，培养核心骨干。
40836-高级数据工程师,PCG ," 北京,中国 ", 技术 ,2021/9/30,"1. 参与内容策略平台的数据仓库的设计与实现；
2. 为内容策略提供深入有效的大数据能力支持，支持算法、运营团队的各类数据需求；
3. 基于一致性、及时性、准确性、安全性的要求，不断提高数据仓库质量；
4. 支持线上内容策略引擎系统的数据服务开发与维护。"
40836-内容策略平台大数据leader,PCG ," 北京,中国 ", 技术 ,2021/9/30,"1. 负责内容策略平台的数据仓库的设计与实现；
2. 为内容策略提供深入有效的大数据能力支持，对接算法、运营团队的各类数据需求；
3. 基于一致性、及时性、准确性、安全性的要求，不断提高数据仓库质量；
4. 支持线上内容策略引擎系统的数据服务开发与维护；
5. 负责大数据团队建设与方向规划，打造行业领先的内容策略大数据团队。"
TEG11-UE4游戏客户端开发工程师,TEG ," 深圳,中国 ", 技术 ,2021/9/30,"1）负责游戏客户端核心功能模块的开发，优化效果呈现和性能；
2）与算法、后台、产品等团队协作，推进游戏产品的迭代；
3）研究与AI相结合的引擎开发技术，完成AI到游戏的工具管线开发；"
40930-高级大数据研发工程师,CSIG ," 北京,中国 ", 技术 ,2021/9/30,"负责数据仓库和应用集市的业务数据模型、画像标签体系建设；
负责针对智慧交通领域中不同场景的业务需求，进行数据分析和挖掘建模，利用数据分析技术解决业务问题；
构建智慧交通大数据分析体系，针对不同的数据类型，形成深入的数据分析方法及沉淀，支持智慧交通相关数据产品功能开发。"
TEG13-音频分类算法专家 （北京）,TEG ," 北京,中国 ", 技术 ,2021/9/30,"1. 研究对海量音频声学内容表示+分类的基础技术和应用；
2. 对腾讯各个产品业务场景中音频的声学场景，语种，说话人类别进行聚类和分类，提高系统在海量语音下对音频附属信息（meta-data）的内容表示，分析和数据挖掘性能，增强对各平台音频信息捕获和归类能力。
3. 在附属性上提高辨识以增强语音识别，语音唤醒，VAD等音频生成类服务的识别能力。"
18427-测试工程师（腾讯中金合资技术公司）（深圳）,CDG ," 深圳,中国 ", 技术 ,2021/9/30,"1、负责财富管理业务产品的日常版本测试工作，以后台测试为主； 
2、参与团队在测试质量效率提升方面的工作，如制作自动化测试用例、开发测试工具等。"
18427-资深架构师（腾讯中金合资技术公司）,CDG ," 深圳,中国 ", 技术 ,2021/9/30,负责证券和基金交易后台系统架构与开发，包括账户系统、订单交易系统、清算系统等业务系统。
WXG10-企业微信后台安全策略工程师,WXG ," 广州,中国 ", 技术 ,2021/9/30,"负责安全策略制定与打击；
负责安全数据挖掘、特征库、用户/企业画像建设；
通过机器学习等方法，找到异常行为/恶意帐号团伙；"
WXG07-154 广州研发部系统测试工程师（广州）,WXG ," 广州,中国 ", 技术 ,2021/9/30,"1.负责邮箱等产品的版本发布测试工作，包括需求分析、设计评审，技术风险评估、缺陷跟踪和质量分析等；
2.测试方法/工具开发创新、自动化测试体系建设、测试效率提升。"
WXG07-微信广研-微盘前端开发工程师,WXG ," 广州,中国 ", 技术 ,2021/9/30,为国内企业提供优质的网盘协同办公服务；打造效率协同工具的同时负责相关领域的技术难点攻关，技术框架的优化，产品性能深度优化等
WXG07-微信广研-微文档微盘后台开发工程师（广州）,WXG ," 广州,中国 ", 技术 ,2021/9/30,为国内企业提供优质的网盘，在线文档服务；打造效率协同工具的同时负责相关领域的技术难点攻关，产品性能深度优化等
WXG07-微信广研-QQ邮箱Android开发工程师（广州）,WXG ," 广州,中国 ", 技术 ,2021/9/30,"负责QQ邮箱 Android 平台研发工作；
参与团队基础组件的开发以及维护；
参与项目技术难关的攻坚，产品质量指标的优化，需求的迭代管理，项目代码优化等。"
WXG07-QQ邮箱后台开发工程师,WXG ," 广州,中国 ", 技术 ,2021/9/30,负责QQ邮箱账号、邮件反垃圾等业务安全类后台系统的开发和维护
28601-微信支付IoT后台开发工程师,WXG ," 深圳,中国 ", 技术 ,2021/9/30,"负责刷脸支付业务的架构方案设计、后台开发工作； 
负责基于刷脸支付的能力，推进智慧新支付、智慧行业等革命性创新发展，落地全行业完整解决方案，助力全行业数据增长。"
28600-微信支付营销应用开发工程师,WXG ," 深圳,中国 ", 技术 ,2021/9/30,"1、负责微信支付商户营销应用产品开发，丰富微信支付商户营销场景，涵盖支付前、支付中、支付后等营销能力的建设，涉及到资金安全，运营安全，事务，一致性等； 
2、负责前沿的技术研发工作，建立金融级的业务流和技术框架。"
24987-SLG手游后台开发工程师,IEG ," 上海,中国 ", 技术 ,2021/9/30,"负责游戏服务器端各类业务系统的设计与开发，服务器端框架维护与优化
与前端开发以及游戏设计人员密切协作高效产出，在可控时间内完成工作 
有较强的抗压能力，能快速处理线上服务器出现的紧急问题，并且按照既定流程操作"
24987-UE4手游引擎开发,IEG ," 上海,中国 ", 技术 ,2021/9/30,"负责UE4移动平台高效渲染效果特性开发，增强游戏表现力
负责UE4移动平台渲染效率的优化，开发工具提升游戏制作效率
负责前瞻性技术预研"
24987-UE4手游客户端开发,IEG ," 上海,中国 ", 技术 ,2021/9/30,"游戏需求的技术可行性评估
游戏程序框架及技术方案的设计和具体实现
与策划设计人员以及后台程序进行良好的沟通，对游戏逻辑的编码和调试"
24987-UE4游戏客户端主程,IEG ," 上海,中国 ", 技术 ,2021/9/30,"负责游戏客户端的技术方案、架构设计及核心模块的开发
负责游戏客户端团队搭建与管理
负责美术、策划的工具流与工具管线的开发
协同美术、策划等其他工作岗位，持续改进客户端性能与用户体验"
22989-腾讯云虚拟化高级研发工程师（深圳、上海、北京、成都）,CSIG ," 成都,中国 ", 技术 ,2021/9/30,"负责Linux内核，虚拟化，容器方面的研发工作； 
负责Linux内核、虚拟化定制化研发工作，提升产品竞争力。"
22989-专有云PaaS平台高级研发工程师(深圳/北京/上海),CSIG ," 深圳,中国 ", 技术 ,2021/9/30,腾讯云专有云产品中心底层基础技术团队，在云原生的技术风口为打造精细化调度与智能的专有云产品提供基础技术支撑能力，参与容器调度能力、平台运维能力、应用生命周期管理能力等方向的建设。
22989-专有云运维平台研发工程师(北京/上海/杭州/深圳),CSIG ," 深圳,中国 ", 技术 ,2021/9/30,腾讯云专有云产品中心平台研发技术团队，为腾讯云私有化输出建设高效率的运维能力，保证专有云产品稳定运行，建设完善的提前发现问题、定位问题、分析问题、解决问题的自动化系统，包括但不限于日志、监控、报警、发布、巡检、全链路跟踪、高可用切换等。
22989-专有云运维工程师（深圳/北京/上海/杭州）,CSIG ," 深圳,中国 ", 技术 ,2021/9/30,"1.负责专有云的运维保障，包括交付、监控、变更、应急响应、故障恢复； 
2. 负责云专有云站点建设、发布部署、监控巡检、变更管控等运维体系的建设，对效能提升有深刻的理解和实践； 
3. 为专有云产品的稳定、高效运行负责，支撑专有云整体业务快速发展； 
4. 具备研发能力，通过研发解决运维体系的稳定性、效率、成本管理等问题。
5.负责专有云各产品领域的可运维性的持续建设"
22989-专有云平台产品研发工程师(北京/上海/深圳/杭州),CSIG ," 深圳,中国 ", 技术 ,2021/9/30,腾讯云专有云产品中心平台研发技术团队，为腾讯云私有化输出打造精细化运维与运营产品，包括统一接入、鉴权、账号、消息中心等产品，以及专有云平台集成与被集成能力的建设。
22989-专有云高级运维架构师（深圳）（北京）,CSIG ," 北京,中国 ", 技术 ,2021/9/30,"1）负责专有云平台及相关云产品运维，解决平台及产品相关疑难技术问题、修复平台技术风险，确保云平台及云产品在各种客户场景中的稳定运行，保障云服务SLA;
2） 深入理解云平台及云产品的架构设计及技术原理，推动平台架构与云产品往更领先的方向优化与升级；
3）通过研发自动化、智能化、数据化的工具或系统平台提升运维团队的整体工作效率，避免低效重复劳动，降低运维成本；
4）负责云平台新建、升级、扩容、高可用等工作规划并保质保时完成，在降本增效等方面能够提出建设性意见，并能将想法落地。"
22989-专有云高级运维架构师（深圳）（上海）,CSIG ," 上海,中国 ", 技术 ,2021/9/30,"1）负责专有云平台及相关云产品运维，解决平台及产品相关疑难技术问题、修复平台技术风险，确保云平台及云产品在各种客户场景中的稳定运行，保障云服务SLA;
2） 深入理解云平台及云产品的架构设计及技术原理，推动平台架构与云产品往更领先的方向优化与升级；
3）通过研发自动化、智能化、数据化的工具或系统平台提升运维团队的整体工作效率，避免低效重复劳动，降低运维成本；
4）负责云平台新建、升级、扩容、高可用等工作规划并保质保时完成，在降本增效等方面能够提出建设性意见，并能将想法落地。"
22989-专有云高级运维架构师（深圳）（杭州）,CSIG ," 杭州,中国 ", 技术 ,2021/9/30,"1）负责专有云平台及相关云产品运维，解决平台及产品相关疑难技术问题、修复平台技术风险，确保云平台及云产品在各种客户场景中的稳定运行，保障云服务SLA;
2） 深入理解云平台及云产品的架构设计及技术原理，推动平台架构与云产品往更领先的方向优化与升级；
3）通过研发自动化、智能化、数据化的工具或系统平台提升运维团队的整体工作效率，避免低效重复劳动，降低运维成本；
4）负责云平台新建、升级、扩容、高可用等工作规划并保质保时完成，在降本增效等方面能够提出建设性意见，并能将想法落地。"
22989-专有云高级运维架构师（深圳）（成都）,CSIG ," 成都,中国 ", 技术 ,2021/9/30,"1）负责专有云平台及相关云产品运维，解决平台及产品相关疑难技术问题、修复平台技术风险，确保云平台及云产品在各种客户场景中的稳定运行，保障云服务SLA;
2） 深入理解云平台及云产品的架构设计及技术原理，推动平台架构与云产品往更领先的方向优化与升级；
3）通过研发自动化、智能化、数据化的工具或系统平台提升运维团队的整体工作效率，避免低效重复劳动，降低运维成本；
4）负责云平台新建、升级、扩容、高可用等工作规划并保质保时完成，在降本增效等方面能够提出建设性意见，并能将想法落地。"
22989-腾讯云GPU虚拟化研发工程师（上海、杭州、深圳、北京、成都）,CSIG ," 深圳,中国 ", 技术 ,2021/9/30,"- 开发并上线GPU/vGPU/FPGA等异构计算产品；
- 定位并解决计算(训练、推理)/渲染/编解码相关的问题；
- 优化异构产品性能，调研异构计算的新方向。"
25927-移动端开发工程师（上海）,IEG ," 上海,中国 ", 技术 ,2021/9/30,"负责先游平台移动端的架构设计和功能开发；
负责移动端产品的质量改进及性能优化；
负责移动端云游戏相关技术的研究与开发；
参与其它新技术的研究和技术难点的突破，满足项目需求；"
41074-腾讯云域名产品WEB前端工程师,CSIG ," 深圳,中国 ", 技术 ,2021/9/30,"1、负责腾讯云域名产品线（DNSPod）的系统架构设计和研发
2、负责工具、框架建设，追求更高研发效率；  "
41074-计费产品Web前端高级工程师,CSIG ," 深圳,中国 ", 技术 ,2021/9/30,"负责腾讯云计费平台前端架构与业务开发； 
负责工具、框架建设、性能优化，追求敏捷研发效率；  
负责项目技术难题攻关和新技术预研；"
41072-腾讯云监控后台开发工程师（深圳/上海）,CSIG ," 深圳,中国 ", 技术 ,2021/9/30,"1.、负责腾讯云监控产品中后台架构开发、优化；
2.、大数据流处理相关开发、智能算法实现。
3、数字化运营，用户体验后台优化。"
41072-网络加速后台开发高级工程师,CSIG ," 深圳,中国 ", 技术 ,2021/9/30,"负责四层加速产品的架构设计以及性能优化； 
负责参与相关产品需求讨论，网络加速核心技术的研究与实现； 
负责版本迭代开发工作； 
负责系统设计开发以及运营支撑系统开发工作。"
41074-域名产品PHP后端研发工程师,CSIG ," 深圳,中国 ", 技术 ,2021/9/30,"1. 负责腾讯云域名产品（DNSPod）及备案系统的后端开发； 
2. 负责域名管理相关功能的实现，包括域名注册、解析等功能开发； 
3. 负责域名管理系统的架构规划、性能优化等工作； 
4. 负责备案系统的功能开发。"
41074-DNS后端高级研发工程师,CSIG ," 深圳,中国 ", 技术 ,2021/9/30,"1. 负责腾讯云/DNSPod 权威 DNS 相关系统的设计、研发、优化及维护；
2. 负责腾讯云/DNSPod 公共 DNS 相关系统的设计、研发及优化；
3. 负责腾讯云/DNSPod HttpDNS 相关系统的设计、研发及优化；"
15579-技术负责人（总监级/UE4项目）,IEG ," 深圳,中国 ", 技术 ,2021/9/30,"1. 高度理解公司及团队整体发展战略，负责工作室新项目的技术方案的制定和落地，推动重要战略布局的落地，构建决策层、内部团队与合作伙伴之间的良好桥梁关系，协同制定项目版本规划，把控团队及项目的开发进度；
2. 全面负责技术方向研究和规划，组织制定和实施重大技术决策和方案；带领技术团队定位、分析并解决项目过程中遇到的技术难题，包括开发游戏工具和插件、游戏逻辑功能、新技术融合等技术咨询和协同攻坚； 
3. 负责整个技术团队建设及管理，监督指导技术研发工作，推动技术开发标准和流程的制定优化，有计划的扩充和培养高效的技术研发团队，并且助力团队人才培养；
4. 定期对业务进行经营分析和诊断，消除制约项目/产品实施的技术瓶颈，组织对重大技术问题进行研发攻关，识别关键问题并提出改进举措。 "
WXG08-113 微信后台开发工程师（服务搜索开放平台）（广州/深圳）,WXG ," 广州,中国 ", 技术 ,2021/9/30,负责微信服务搜索后台搜索召回系统的搭建，包括服务搜索召回，质量监测，服务开放等服务搜索生态的搭建。
WXG08-微信搜索后台开发工程师（北京）,WXG ," 北京,中国 ", 技术 ,2021/9/30,"负责微信搜索相关搜索业务系统的研发工作，包括功能开发和系统优化等。服务微信数亿用户，提供良好搜索体验；
负责微信搜索相关基础平台和组件的研发工作。处理海量数据，构建搜索相关的数据平台。"
CSIG14-软件安全工程师,CSIG ," 上海,中国 ", 技术 ,2021/9/30,"提高大数据平台的安全性，通过静态分析、动态分析、模糊测试、符号执行等方法验证软件的安全性和挖掘漏洞；
追踪软件和系统安全的前沿方向，研发新技术，例如将AI用于软件安全。"
20354-高级安全攻防工程师（深圳）,CSIG ," 深圳,中国 ", 技术 ,2021/9/30,"1、负责研究、跟进云原生安全方向的攻防对抗技术（容器，k8s，微服务等）；
2、负责对云上业务开展渗透测试、安全评审、红蓝对抗等，保障业务系统纵深体系安全性；
3、负责推动腾讯云产品漏洞挖掘和风险收敛工作；"
20354-高级安全攻防工程师（北京）,CSIG ," 北京,中国 ", 技术 ,2021/9/30,"1、负责研究、跟进云原生安全方向的攻防对抗技术（容器，k8s，微服务等）；
2、负责对云上业务开展渗透测试、安全评审、红蓝对抗等，保障业务系统纵深体系安全性；
3、负责推动腾讯云产品漏洞挖掘和风险收敛工作；"
43458-天美电竞中心高级IOS开发工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/29,"负责天美电竞中心电竞业务移动端 IOS研发；
参与 IOS端性能、体验优化及质量监控评估体系建设；
参与IOS端基础组件及架构设计，推进研发效率；
参与IOS端新技术的探索及实践；"
43458-天美电竞中心高级WEB前端开发工程师(深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/29,"负责天美电竞中心电竞业务WEB前端研发；
参与WEB端性能、体验优化及质量监控评估体系建设；
参与WEB端基础组件及架构设计，推进研发效率；
参与WEB端新技术的探索及实践；"
43458-天美电竞中心高级安卓开发工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/29,"负责天美电竞中心电竞业务移动端 Android 研发；
参与 Android 端性能、体验优化及质量监控评估体系建设；
参与Android 端基础组件及架构设计，推进研发效率；
参与Android 端新技术的探索及实践；"
43458-天美电竞中心高级后台开发工程师（深圳）,IEG ," 深圳,中国 ", 技术 ,2021/9/29,"负责天美电竞中心电竞业务基础服务框架开发，后台技术组件建设；
Linux下后台服务设计和开发，兼顾高性能、高可靠、低成本；
跟进业界技术，参与系统架构的设计优化，持续打造业界技术标杆。"
15581-UE4高级开发工程师,IEG ," 深圳,中国 ", 技术 ,2021/9/29,"四年以上UE4客户端开发经验，主导大型游戏项目，其中MMORPG项目和开放大世界客户端研发工作者优先；
深入理解UE4GamePlay框架、蓝图、图形渲染、网络、物理、动画、AI等各个模块的实现机制；
熟悉UE4多种编辑器模式的扩展方法，具备丰富的GamePlay相关编辑器设计研发经验；
有出色的学习能力，具备良好的问题分析和解决能力；
责任心强，有较高的团队协作能力和游戏客户端团队研发管理经验，善于沟通，使命必达"
36812-腾讯新闻后台开发leader,PCG ," 北京,中国 ", 技术 ,2021/9/29,负责热点平台团队管理工作，带领团队完成新闻热点供给工业化pipeline建设，优化新闻热点的供给效率。
25814-数据科学总监(腾讯新闻),PCG ," 北京,中国 ", 技术 ,2021/9/29,"1. 主导数据产品的开发，包含数仓的建立、数据的挖掘、清洗以及建立智能决策引擎； 
2. 研究、建立业务指标体系，做数据分析来产生洞察从而支持人为决策制定包含产品战略、市场运营战略、广告策略、内容分发策略来优化用户生命周期管理从而最大化用户对企业的价值，从用户增长和生态培育等角度优化腾讯新闻平台； 建立机器学习模型来分析运营活动、return on content (ROC)、用户生命周期，lifetime value (LTV) 等来产生相关洞察来支持生态建设、提升运营ROI和用户LTV； 利用对业务的理解，通过数据挖掘和科学决策等手段来支持生态的建设； 
3. 与业务协作负责各类实验，确保实验的科学性与高效率；负责复杂实验的设计和执行，通过实验分析给业务决策提供推荐方案；应用实验平台并优化实验闭环的周期。 
4. 探索内容生产分发全链路的供需引擎并支持内容运营策略。 
5. 通过体系化的因果推断解释日常业务核心指标的波动变化，及时发现问题并寻找机会点。 
6. 推动数据治理，倡导和共建数支持、据驱动业务发展的文化 
7. 建立完善的业务指标监控体系及支持业务决策的核心报表"
25814-腾讯新闻前端开发,PCG ," 北京,中国 ", 技术 ,2021/9/29,"建设腾讯新闻数据运营系统平台，提升腾讯新闻数据运营质量和效率；
负责腾讯新闻数据运营系统WEB前端架构及开发工作，对代码研发质量负责；"
35598-信息流推荐后台开发工程师,PCG ," 北京,中国 ", 技术 ,2021/9/29,"负责QQ浏览器feed流推荐架构设计、重构以及性能优化工作；
参与推荐中台建设以及在业务实践落地；"
49403-数据分析师（分析评估方向）（深圳）,CSIG ," 深圳,中国 ", 技术 ,2021/9/29,"我们是一群乐观、有趣、充满激情和动力的小伙伴，我们致力于建设面向腾讯医疗线的产品质量和用户体验的评估体系。我们从用户的视角体验腾讯医疗线的产品，用科学的方法建立数据指标体系，结合大数据、用户调研、抽样测试等技术，持续输出高业务价值的数据分析和洞察。

1、深刻理解业务，通过业务评估结果，提出业务优化方向，推动业务发展迭代
2、制定业务评估体系，包括方法论、流程框架等
3、科学制定可衡量业务质量的指标评估体系，建设数据指标监控报表，输出专业分析报告等
4、独立完成业务质量的测试和调研，包括测试和调研方案设计、执行、数据分析、报告撰写等"
28481-数据平台工程师（医疗数据联合平台）,CSIG ," 深圳,中国 ", 技术 ,2021/9/29,"1、充分理解业务，主动分析需求，搭建高效、稳定的数据仓库和报表体系；
2、参与制定数据平台的平台规划、开发规范及技术预研等；
3、搭建数据应用系统的开发框架，完成后台服务的编码、开发、测试等工作；
4、根据业务侧的需求完成系统的开发和迭代；
5、能够主动发现、承担、优化数据中台现有的问题，并从系统，流程，工具上提升团队的开发效率，带头技术攻坚。"
40164-FFW-UE5开放世界大作-引擎工程师(广州),IEG ," 广州,中国 ", 技术 ,2021/9/29,"负责游戏品类、游戏产品引擎需求的技术可行性评估，技术方案的设计和实现； 
建立高效的游戏内容制作管线，根据目标机型制定合理的技术规范，完善并持续优化相关工具链； 
推动引擎特性和工具的应用，帮助Gameplay程序员、美术、策划规范有效地使用引擎相关功能，并收集反馈； 
跟进业界技术发展，预研前沿方案，在项目落地并产生实际价值。"
40164-FFW-UE5开放世界大作-客户端开发工程师(广州),IEG ," 广州,中国 ", 技术 ,2021/9/29,"负责开放世界网络游戏玩法内容的研发； 
产品需求的技术可行性评估, 程序框架及技术方案的设计和具体实现； 
协助美术/策划建立高效的游戏内容制作流程, 完善并持续优化工具链。"
40164-FFW-UE5开放世界大作-客户端主程(广州),IEG ," 广州,中国 ", 技术 ,2021/9/29,"带领游戏客户端开发团队，制定团队目标， 分配、指导、验收团队成员的工作；
主导游戏产品玩法需求的技术可行性评估，技术方案的设计和实现；
建立和引擎、策划、美术、服务端团队之间良好的合作关系，完善游戏产品，打磨用户体验。"
38661-OVBU数据科学专场-数据挖掘高级工程师,PCG ," 深圳,中国 ", 技术 ,2021/9/29,"参与在线视频视频BU平台治理工作，利用技术手段挖掘负向场景，包括但不限于：
1.利用机器学习识别平台低质流量（如引流，刷量，薅羊毛、搬运等），并制定有效策略进行拦截
2.利用机器学习识别平台低质、虚假的账号/设备，构建账号/设备风险库，并推动数据在多个业务场景落地，取得业务收益
3.联动产品和运营，分析业务数据，提供可靠的大数据分析建模方案，提升产品体验和业务指标"
